Questions,Query
What Is My Affiliate sales As Percentage Of GSV For Period 1 Year 2023?,"SELECT YearPeriod,
SUM(AffiliateSalesAmount) as AffiliateSales,
SUM(""GSV Amount"") as GSV,
ROUND(Sum(AffiliateSalesAmount)/Sum(""GSV Amount"")*100,2) as ""AffiliateSales%GSV""
from
(Select YearPeriod,
FY,
aggregated_data.id,
Case
When Level1 = 'Affiliate Sales' Then Amount
Else 0
END As ""AffiliateSalesAmount"",
Case
When Level1 = 'Total GSV Third Party' Then Amount
Else 0
END As ""GSV Amount"",
hierarchy.Level1
from [dbo].[aggregated_data]
left join [dbo].[hierarchy] on aggregated_data.ID = hierarchy.ID) as subquery
where subquery.Level1 in ('Affiliate Sales',
'Total GSV Third Party')
and subquery.YearPeriod = 2023001
Group by subquery.YearPeriod"
What Is My Affiliate sales As Percentage Of GSV For Period 13 Year 2023?,"SELECT YearPeriod,
SUM(AffiliateSalesAmount) as AffiliateSales,
SUM(""GSV Amount"") as GSV,
ROUND(Sum(AffiliateSalesAmount)/Sum(""GSV Amount"")*100,2) as ""AffiliateSales%GSV""
from
(Select YearPeriod,
FY,
aggregated_data.id,
Case
When Level1 = 'Affiliate Sales' Then Amount
Else 0
END As ""AffiliateSalesAmount"",
Case
When Level1 = 'Total GSV Third Party' Then Amount
Else 0
END As ""GSV Amount"",
hierarchy.Level1
from [dbo].[aggregated_data]
left join [dbo].[hierarchy] on aggregated_data.ID = hierarchy.ID) as subquery
where subquery.Level1 in ('Affiliate Sales',
'Total GSV Third Party')
and subquery.YearPeriod = 2023013
Group by subquery.YearPeriod"
What Is My Affiliate sales For Period 1 Year 2023?,"SELECT YearPeriod,
SUM(AffiliateSalesAmount) as AffiliateSales,
SUM(""GSV Amount"") as GSV,
Sum(AffiliateSalesAmount)/Sum(""GSV Amount"") as ""AffiliateSales%GSV""
from
(Select YearPeriod,
FY,
aggregated_data.id,
Case
When Level1 = 'Affiliate Sales' Then Amount
Else 0
END As ""AffiliateSalesAmount"",
Case
When Level1 = 'Total GSV Third Party' Then Amount
Else 0
END As ""GSV Amount"",
hierarchy.Level1
from [dbo].[aggregated_data]
left join [dbo].[hierarchy] on aggregated_data.ID = hierarchy.ID) as subquery
where subquery.Level1 in ('Affiliate Sales',
'Total GSV Third Party')
and subquery.YearPeriod = 2023001
Group by subquery.YearPeriod"
What Is My Affiliate sales For Period 13 Year 2023?,"SELECT YearPeriod,
SUM(AffiliateSalesAmount) as AffiliateSales,
SUM(""GSV Amount"") as GSV,
Sum(AffiliateSalesAmount)/Sum(""GSV Amount"") as ""AffiliateSales%GSV""
from
(Select YearPeriod,
FY,
aggregated_data.id,
Case
When Level1 = 'Affiliate Sales' Then Amount
Else 0
END As ""AffiliateSalesAmount"",
Case
When Level1 = 'Total GSV Third Party' Then Amount
Else 0
END As ""GSV Amount"",
hierarchy.Level1
from [dbo].[aggregated_data]
left join [dbo].[hierarchy] on aggregated_data.ID = hierarchy.ID) as subquery
where subquery.Level1 in ('Affiliate Sales',
'Total GSV Third Party')
and subquery.YearPeriod = 2023013
Group by subquery.YearPeriod"
Show Me The Trend Of Affiliate sales As Percentage Of GSV Along With Confidence High And Low For Year 2023?,"SELECT YearPeriod,
Amount AS AffiliateSales,
[Amount%] AS 'AffiliateSales%',
ROUND(ConfidenceHigh,2) AS 'ConfidenceHigh',
ROUND(Confidencelow,2) AS 'Confidencelow'
FROM
(SELECT YearPeriod,
Amount,
[Amount%],
((AVG([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) + 1.96*(STDEV([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""ConfidenceHigh"",
((AVG([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) - 1.96*(STDEV([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""Confidencelow""
FROM
(SELECT YearPeriod,
SUM(AffiliateSalesAmount) AS Amount,
SUM([GSV Amount]) AS GSV,
SUM(AffiliateSalesAmount)/SUM([GSV Amount])*100 AS [Amount%]
FROM
(SELECT YearPeriod,
FY,
aggregated_data.id,
CASE
WHEN Level1 = 'Affiliate Sales' THEN Amount
ELSE 0
END AS AffiliateSalesAmount,
CASE
WHEN Level1 = 'Total GSV Third Party' THEN Amount
ELSE 0
END AS [GSV Amount],
hierarchy.Level1
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level1 IN ('Affiliate Sales',
'Total GSV Third Party')
GROUP BY subquery.YearPeriod) AS Subquery2) as Subquery3
WHERE YearPeriod LIKE '2023%'"
Show Me The Trend Of Affiliate sales Along With Confidence High And Low For Year 2023?,"SELECT YearPeriod,
Amount AS AffiliateSales,
[Amount%] AS 'AffiliateSales%',
ConfindenceHigh,
Confindencelow
FROM
(SELECT YearPeriod,
Amount,
[Amount%],
((AVG([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) + 1.96*(STDEV([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""ConfindenceHigh"",
((AVG([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) - 1.96*(STDEV([Amount%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""Confindencelow""
FROM
(SELECT YearPeriod,
SUM(AffiliateSalesAmount) AS Amount,
SUM([GSV Amount]) AS GSV,
SUM(AffiliateSalesAmount)/SUM([GSV Amount]) AS [Amount%]
FROM
(SELECT YearPeriod,
FY,
aggregated_data.id,
CASE
WHEN Level1 = 'Affiliate Sales' THEN Amount
ELSE 0
END AS AffiliateSalesAmount,
CASE
WHEN Level1 = 'Total GSV Third Party' THEN Amount
ELSE 0
END AS [GSV Amount],
hierarchy.Level1
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level1 IN ('Affiliate Sales',
'Total GSV Third Party')
GROUP BY subquery.YearPeriod) AS Subquery2) as Subquery3
WHERE YearPeriod LIKE '2023%'"
Compare The Affiliate sales For YearPeriod 2023001 With Same Period Last Year,"SELECT current_period.YearPeriod AS CurrentYearPeriod,
current_period.AffiliateSalesAmount AS CurrentAffiliateSales,
previous_period.YearPeriod AS PreviousYearPeriod,
previous_period.AffiliateSalesAmount AS PreviousAffiliateSales,
current_period.AffiliateSalesAmount - previous_period.AffiliateSalesAmount AS AffiliateSales_Difference,
(current_period.AffiliateSalesAmount - previous_period.AffiliateSalesAmount)*100/previous_period.AffiliateSalesAmount AS 'AffiliateSales_Difference%'
FROM
(SELECT YearPeriod,
SUM(Amount) AS AffiliateSalesAmount
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level1 = 'Affiliate Sales'
AND YearPeriod = 2023001
GROUP BY YearPeriod) AS current_period
JOIN
(SELECT YearPeriod,
SUM(Amount) AS AffiliateSalesAmount
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level1 = 'Affiliate Sales'
AND YearPeriod = 2022013
GROUP BY YearPeriod) AS previous_period ON current_period.YearPeriod = 2023001
AND previous_period.YearPeriod = 2022013;"
Compare The Affiliate sales For YearPeriod 2023001 With previous Period,"SELECT current_period.YearPeriod AS CurrentYearPeriod,
current_period.AffiliateSalesAmount AS CurrentAffiliateSales,
previous_period.YearPeriod AS PreviousYearPeriod,
previous_period.AffiliateSalesAmount AS PreviousAffiliateSales,
current_period.AffiliateSalesAmount - previous_period.AffiliateSalesAmount AS AffiliateSales_Difference,
(current_period.AffiliateSalesAmount - previous_period.AffiliateSalesAmount)*100/previous_period.AffiliateSalesAmount AS 'AffiliateSales_Difference%'
FROM
(SELECT YearPeriod,
SUM(Amount) AS AffiliateSalesAmount
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level1 = 'Affiliate Sales'
AND YearPeriod = 2023001
GROUP BY YearPeriod) AS current_period
JOIN
(SELECT YearPeriod,
SUM(Amount) AS AffiliateSalesAmount
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level1 = 'Affiliate Sales'
AND YearPeriod = 2022013
GROUP BY YearPeriod) AS previous_period ON current_period.YearPeriod = 2023001
AND previous_period.YearPeriod = 2022013;"
Compare The Affiliate sales For YearPeriod 2023007 With previous Period,"SELECT current_period.YearPeriod AS CurrentYearPeriod,
current_period.AffiliateSalesAmount AS CurrentAffiliateSales,
previous_period.YearPeriod AS PreviousYearPeriod,
previous_period.AffiliateSalesAmount AS PreviousAffiliateSales,
current_period.AffiliateSalesAmount - previous_period.AffiliateSalesAmount AS AffiliateSales_Difference,
(current_period.AffiliateSalesAmount - previous_period.AffiliateSalesAmount)*100/previous_period.AffiliateSalesAmount AS 'AffiliateSales_Difference%'
FROM
(SELECT YearPeriod,
SUM(Amount) AS AffiliateSalesAmount
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level1 = 'Affiliate Sales'
AND YearPeriod = 2023007
GROUP BY YearPeriod) AS current_period
JOIN
(SELECT YearPeriod,
SUM(Amount) AS AffiliateSalesAmount
FROM [dbo].[aggregated_data] AS ad
JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
WHERE h.Level1 = 'Affiliate Sales'
AND YearPeriod = 2023006
GROUP BY YearPeriod) AS previous_period ON current_period.YearPeriod = 2023007
AND previous_period.YearPeriod = 2023006;"
What Is My Affiliate Sales YTD for 2023 period 3,"SELECT
SUM(TotalAffiliateSales) as 'TotalAffiliateSalesYTD'
FROM
(
	SELECT YearPeriod,
	SUM(Amount) AS 'TotalAffiliateSales'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Affiliate Sales'  AND ad.YearPeriod BETWEEN '2023001' AND '2023003'
	GROUP BY YearPeriod
) as subset"
What Is My Affiliate Sales YTD for 2023 period 13,"SELECT
SUM(TotalAffiliateSales) as 'TotalAffiliateSalesYTD'
FROM
(
	SELECT YearPeriod,
	SUM(Amount) AS 'TotalAffiliateSales'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Affiliate Sales'  AND ad.YearPeriod BETWEEN '2023001' AND '2023013'
	GROUP BY YearPeriod
) as subset"
What Is My Affiliate Sales YTD,"SELECT
SUM(TotalAffiliateSales) as 'TotalAffiliateSalesYTD'
FROM
(
	SELECT YearPeriod,
	SUM(Amount) AS 'TotalAffiliateSales'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Affiliate Sales'  AND ad.YearPeriod BETWEEN FORMAT(CURRENT_TIMESTAMP,'yyyy')+'001' 
	AND FORMAT(CURRENT_TIMESTAMP,'yyyy')+RIGHT(REPLICATE('0',3)+FORMAT(CURRENT_TIMESTAMP,'MM'),3)
	GROUP BY YearPeriod
) as subset"
compare Affiliate Sales at YTD level for 2023 period 3 with previous year,"with current_ytd as (
	SELECT
	SUM(TotalAffiliateSales) as 'YTD_2023003'
	FROM
	(
		SELECT YearPeriod,
		SUM(Amount) AS 'TotalAffiliateSales'
		FROM [dbo].[aggregated_data] AS ad
		JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
		WHERE h.Level1 = 'Affiliate Sales'  AND ad.YearPeriod BETWEEN '2023001' AND '2023003'
		GROUP BY YearPeriod
	) as sq
),
previous_ytd as (
	SELECT
	SUM(TotalAffiliateSales) as 'YTD_2022003'
	FROM
	(
		SELECT YearPeriod,
		SUM(Amount) AS 'TotalAffiliateSales'
		FROM [dbo].[aggregated_data] AS ad
		JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
		WHERE h.Level1 = 'Affiliate Sales'  AND ad.YearPeriod BETWEEN '2022001' AND '2022003'
		GROUP BY YearPeriod
	) as sq
)
select
YTD_2023003,
YTD_2022003,
((YTD_2023003 - YTD_2022003) / YTD_2022003)*100 as 'Diff_%'
from 
current_ytd, previous_ytd"
Compare Affiliate Sales at YTD level for 2023 period 13 with previous year,"with current_ytd as (
	SELECT
	SUM(TotalAffiliateSales) as 'YTD_2023013'
	FROM
	(
		SELECT YearPeriod,
		SUM(Amount) AS 'TotalAffiliateSales'
		FROM [dbo].[aggregated_data] AS ad
		JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
		WHERE h.Level1 = 'Affiliate Sales'  AND ad.YearPeriod BETWEEN '2023001' AND '2023013'
		GROUP BY YearPeriod
	) as sq
),
previous_ytd as (
	SELECT
	SUM(TotalAffiliateSales) as 'YTD_2022013'
	FROM
	(
		SELECT YearPeriod,
		SUM(Amount) AS 'TotalAffiliateSales'
		FROM [dbo].[aggregated_data] AS ad
		JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
		WHERE h.Level1 = 'Affiliate Sales'  AND ad.YearPeriod BETWEEN '2022001' AND '2022013'
		GROUP BY YearPeriod
	) as sq
)
select
YTD_2023013,
YTD_2022013,
((YTD_2023013 - YTD_2022013) / YTD_2022013)*100 as 'Diff_%'
from 
current_ytd, previous_ytd"
provide the difference of prime cost for year 2023 period 1 vs last month and analyse contribution by Profit Center,"with current_period_profit_center as
(
	SELECT YearPeriod,
	ad.Profit_Center_Desc,
	SUM(Amount) AS CurrentPeriod_PrimeCostAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023001
	GROUP BY YearPeriod, ad.Profit_Center_Desc
),

previous_period_profit_center as
(
	SELECT YearPeriod,
	ad.Profit_Center_Desc,
	SUM(Amount) AS PreviousPeriod_PrimeCostAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2022013
	GROUP BY YearPeriod, ad.Profit_Center_Desc

),

profit_center_combined as
(
	select
	cur.Profit_Center_Desc as 'X_datapoint',
	CurrentPeriod_PrimeCostAmount-PreviousPeriod_PrimeCostAmount as 'Y_datapoint'
	from current_period_profit_center cur
	FULL OUTER JOIN previous_period_profit_center prev ON cur.Profit_Center_Desc = prev.Profit_Center_Desc
),

previous_period_prime_cost as
(
	SELECT 
	'PreviousPeriodPrimeCosts' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2022013
	GROUP BY YearPeriod
),

current_period_prime_cost as 
(
	SELECT 
	'CurrentPeriodPrimeCosts' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023001
	GROUP BY YearPeriod
)

select * from profit_center_combined
UNION
select * from current_period_prime_cost
UNION
select * from previous_period_prime_cost"
provide the difference of prime cost for year 2023 period 13 vs last month and analyse contribution by Profit Center,"with current_period_profit_center as
(
	SELECT YearPeriod,
	ad.Profit_Center_Desc,
	SUM(Amount) AS CurrentPeriod_PrimeCostAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023013
	GROUP BY YearPeriod, ad.Profit_Center_Desc
),

previous_period_profit_center as
(
	SELECT YearPeriod,
	ad.Profit_Center_Desc,
	SUM(Amount) AS PreviousPeriod_PrimeCostAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023012
	GROUP BY YearPeriod, ad.Profit_Center_Desc
),

profit_center_combined as
(
	select
	cur.Profit_Center_Desc as 'X_datapoint',
	CurrentPeriod_PrimeCostAmount-PreviousPeriod_PrimeCostAmount as 'Y_datapoint'
	from current_period_profit_center cur
	FULL OUTER JOIN previous_period_profit_center prev ON cur.Profit_Center_Desc = prev.Profit_Center_Desc
),

previous_period_prime_cost as
(
	SELECT 
	'PreviousPeriodPrimeCosts' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023012
	GROUP BY YearPeriod
),

current_period_prime_cost as 
(
	SELECT 
	'CurrentPeriodPrimeCosts' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023013
	GROUP BY YearPeriod
)
select * from profit_center_combined
UNION 
select * from current_period_prime_cost
UNION
select * from previous_period_prime_cost"
provide the difference of prime cost for year 2023 period 1 vs last month and analyse by functional area,"with current_period_Func_Area as
(
	SELECT YearPeriod,
	ad.Func_Area_Desc,
	SUM(Amount) AS CurrentPeriod_PrimeCostAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023013
	GROUP BY YearPeriod, ad.Func_Area_Desc
),

previous_period_Func_Area as
(
	SELECT YearPeriod,
	ad.Func_Area_Desc,
	SUM(Amount) AS PreviousPeriod_PrimeCostAmount
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023012
	GROUP BY YearPeriod, ad.Func_Area_Desc
),

Func_Area_combined as
(
	select
	cur.Func_Area_Desc as 'X_datapoint',
	CurrentPeriod_PrimeCostAmount-PreviousPeriod_PrimeCostAmount as 'Y_datapoint'
	from current_period_Func_Area cur
	FULL OUTER JOIN previous_period_Func_Area prev ON cur.Func_Area_Desc = prev.Func_Area_Desc
),

previous_period_prime_cost as
(
	SELECT 
	'PreviousPeriodPrimeCosts' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023012
	GROUP BY YearPeriod
),

current_period_prime_cost as 
(
	SELECT 
	'CurrentPeriodPrimeCosts' as 'X_datapoint',
	SUM(Amount) AS 'Y_datapoint'
	FROM [dbo].[aggregated_data] AS ad
	JOIN [dbo].[hierarchy] AS h ON ad.ID = h.ID
	WHERE h.Level1 = 'Prime Costs'
	AND YearPeriod = 2023013
	GROUP BY YearPeriod
)
select * from Func_Area_combined
UNION 
select * from current_period_prime_cost
UNION
select * from previous_period_prime_cost"
Highlight The Periods For Which Total NSV Is Out Of Confidence Interval During Year 2022,"SELECT YearPeriod,
TotalNSV,
ConfindenceHigh,
Confindencelow,
CASE
WHEN TotalNSV BETWEEN Confindencelow AND ConfindenceHigh THEN 0
ELSE 1
END as IsOutOfConfidenceInterval
FROM
(SELECT YearPeriod,
TotalNSV,
((AVG([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) + 1.96*(STDEV([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""ConfindenceHigh"",
((AVG([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) - 1.96*(STDEV([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""Confindencelow""
FROM
(SELECT 
YearPeriod,
SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV,
SUM([GSV Amount]) AS TotalGSV
FROM
(SELECT YearPeriod,
FY,
aggregated_data.id,
CASE
WHEN Level1 = 'Trade' THEN Amount
ELSE 0
END AS TradeCostsAmount,
CASE
WHEN Level1 = 'Total GSV Third Party' THEN Amount
ELSE 0
END AS [GSV Amount],
hierarchy.Level1
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
GROUP BY subquery.YearPeriod) AS Subquery2) as Subquery3
WHERE YearPeriod LIKE '2022%'"
Highlight The Periods For Which Total NSV sales Is Out Of Confidence Interval During Year 2022 and 2021,"SELECT YearPeriod,
TotalNSV,
ConfidenceHigh,
Confidencelow,
CASE
WHEN TotalNSV BETWEEN Confidencelow AND ConfidenceHigh THEN 0
ELSE 1
END as IsOutOfConfidenceInterval
FROM
(SELECT YearPeriod,
TotalNSV,
((AVG([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) + 1.96*(STDEV([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""ConfidenceHigh"",
((AVG([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) - 1.96*(STDEV([TotalNSV]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""Confidencelow""
FROM
(SELECT 
YearPeriod,
SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV,
SUM([GSV Amount]) AS TotalGSV
FROM
(SELECT YearPeriod,
FY,
aggregated_data.id,
CASE
WHEN Level1 = 'Trade' THEN Amount
ELSE 0
END AS TradeCostsAmount,
CASE
WHEN Level1 = 'Total GSV Third Party' THEN Amount
ELSE 0
END AS [GSV Amount],
hierarchy.Level1
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
GROUP BY subquery.YearPeriod) AS Subquery2) as Subquery3
WHERE YearPeriod LIKE '2022%' OR YearPeriod LIKE '2021%'"
What Is MyTotal NSV As Percentage Of GSV For Period 1 Year 2023?,"SELECT YearPeriod,
SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV,
SUM([GSV Amount]) as TotalGSV,
ROUND((SUM([GSV Amount])-SUM(TradeCostsAmount)) / SUM([GSV Amount]) * 100,2) as NSVPercentage
FROM
(SELECT YearPeriod,
CASE
WHEN Level1 = 'Trade' THEN Amount
ELSE 0
END AS TradeCostsAmount,
CASE
WHEN Level1 = 'Total GSV Third Party' THEN Amount
ELSE 0
END AS [GSV Amount],
hierarchy.Level1
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
AND YearPeriod = 2023001
GROUP BY YearPeriod;"
What Is My Total NSV As Percentage Of GSV For Period 13 Year 2023?,"SELECT YearPeriod,
SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV,
SUM([GSV Amount]) as TotalGSV,
ROUND((SUM([GSV Amount])-SUM(TradeCostsAmount)) / SUM([GSV Amount]) * 100,2) as NSVPercentage
FROM
(SELECT YearPeriod,
CASE
WHEN Level1 = 'Trade' THEN Amount
ELSE 0
END AS TradeCostsAmount,
CASE
WHEN Level1 = 'Total GSV Third Party' THEN Amount
ELSE 0
END AS [GSV Amount],
hierarchy.Level1
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
AND YearPeriod = 2023013
GROUP BY YearPeriod;"
What Is My Total NSV For Period 1 Year 2023?,"select
(TotalGSV - TotalTradeCost) as 'TotalNSV'
from 
(
	select YearPeriod,
	SUM(Amount) as 'TotalGSV'
	from dbo.aggregated_data ad
	JOIN dbo.hierarchy h ON ad.ID = h.ID
	WHERE h.Level1 = 'Total GSV Third Party' AND YearPeriod = 2023001
	GROUP BY YearPeriod
) as TotalGSV_sq
INNER JOIN
(
	select YearPeriod,
	SUM(Amount) as 'TotalTradeCost'
	from dbo.aggregated_data ad
	JOIN dbo.hierarchy h ON ad.ID = h.ID
	WHERE h.Level1 = 'Trade' AND YearPeriod = 2023001
	GROUP BY YearPeriod
) as TotalTradeCost_sq
ON TotalGSV_sq.YearPeriod = TotalTradeCost_sq.YearPeriod"
What Is Total NSV Cost For Period 13 Year 2023?,"select
(TotalGSV - TotalTradeCost) as 'TotalNSV'
from 
(
	select YearPeriod,
	SUM(Amount) as 'TotalGSV'
	from dbo.aggregated_data ad
	JOIN dbo.hierarchy h ON ad.ID = h.ID
	WHERE h.Level1 = 'Total GSV Third Party' AND YearPeriod = 2023013
	GROUP BY YearPeriod
) as TotalGSV_sq
INNER JOIN
(
	select YearPeriod,
	SUM(Amount) as 'TotalTradeCost'
	from dbo.aggregated_data ad
	JOIN dbo.hierarchy h ON ad.ID = h.ID
	WHERE h.Level1 = 'Trade' AND YearPeriod = 2023013
	GROUP BY YearPeriod
) as TotalTradeCost_sq
ON TotalGSV_sq.YearPeriod = TotalTradeCost_sq.YearPeriod"
Show Me The Trend Of Total NSV As Percentage Of GSV Along With Confidence High And Low For Year 2023?,"SELECT YearPeriod,
TotalNSV,
[TotalNSV%],
ROUND(ConfidenceHigh,2) AS 'ConfidenceHigh',
ROUND(Confidencelow,2) AS 'Confidencelow'
FROM
(SELECT YearPeriod,
TotalNSV,
[TotalNSV%],
((AVG([TotalNSV%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) + 1.96*(STDEV([TotalNSV%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""ConfidenceHigh"",
((AVG([TotalNSV%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)) - 1.96*(STDEV([TotalNSV%]) OVER (
order by YearPeriod ROWS BETWEEN 26 PRECEDING AND CURRENT ROW)/SQRT(26))) as ""Confidencelow""
FROM
(SELECT 
YearPeriod,
SUM([GSV Amount])-SUM(TradeCostsAmount) AS TotalNSV,
SUM([GSV Amount]) AS TotalGSV,
(SUM([GSV Amount])-SUM(TradeCostsAmount))/SUM([GSV Amount]) * 100 AS [TotalNSV%]
FROM
(SELECT YearPeriod,
FY,
aggregated_data.id,
CASE
WHEN Level1 = 'Trade' THEN Amount
ELSE 0
END AS TradeCostsAmount,
CASE
WHEN Level1 = 'Total GSV Third Party' THEN Amount
ELSE 0
END AS [GSV Amount],
hierarchy.Level1
FROM [dbo].[aggregated_data]
LEFT JOIN [dbo].[hierarchy] ON aggregated_data.ID = hierarchy.ID) AS subquery
WHERE subquery.Level1 IN ('Trade','Total GSV Third Party')
GROUP BY subquery.YearPeriod) AS Subquery2) as Subquery3
WHERE YearPeriod LIKE '2023%'"
